sku,nom,categorie,prix_dt,disponibilite,caracteristiques,description
LS-CO-003913,Résistance 30kΩ 1/2W ±1% (traversant (THT)),Composants,0.2,en stock,"30kΩ, 1/2W, tolérance ±1%, traversant (THT)","Résistance 30kΩ, 1/2W, ±1%, boîtier traversant (THT)."
LS-CO-003914,Résistance 30kΩ 1/2W ±1% (CMS 0805),Composants,0.21,sur commande,"30kΩ, 1/2W, tolérance ±1%, CMS 0805","Résistance 30kΩ, 1/2W, ±1%, boîtier CMS 0805."
LS-CO-003915,Résistance 30kΩ 1/2W ±1% (CMS 1206),Composants,0.21,en stock,"30kΩ, 1/2W, tolérance ±1%, CMS 1206","Résistance 30kΩ, 1/2W, ±1%, boîtier CMS 1206."
LS-CO-003916,Résistance 30kΩ 1/2W ±1% (CMS 0603),Composants,0.2,en stock,"30kΩ, 1/2W, tolérance ±1%, CMS 0603","Résistance 30kΩ, 1/2W, ±1%, boîtier CMS 0603."
LS-CO-003917,Résistance 30kΩ 1/2W ±5% (traversant (THT)),Composants,0.2,en stock,"30kΩ, 1/2W, tolérance ±5%, traversant (THT)","Résistance 30kΩ, 1/2W, ±5%, boîtier traversant (THT)."
LS-CO-003918,Résistance 30kΩ 1/2W ±5% (CMS 0805),Composants,0.2,en stock,"30kΩ, 1/2W, tolérance ±5%, CMS 0805","Résistance 30kΩ, 1/2W, ±5%, boîtier CMS 0805."
LS-CO-003919,Résistance 30kΩ 1/2W ±5% (CMS 1206),Composants,0.21,en stock,"30kΩ, 1/2W, tolérance ±5%, CMS 1206","Résistance 30kΩ, 1/2W, ±5%, boîtier CMS 1206."
LS-CO-003920,Résistance 30kΩ 1/2W ±5% (CMS 0603),Composants,0.21,en stock,"30kΩ, 1/2W, tolérance ±5%, CMS 0603","Résistance 30kΩ, 1/2W, ±5%, boîtier CMS 0603."
LS-CO-003921,Résistance 30kΩ 1/2W ±10% (traversant (THT)),Composants,0.21,sur commande,"30kΩ, 1/2W, tolérance ±10%, traversant (THT)","Résistance 30kΩ, 1/2W, ±10%, boîtier traversant (THT)."
LS-CO-003922,Résistance 30kΩ 1/2W ±10% (CMS 0805),Composants,0.21,en stock,"30kΩ, 1/2W, tolérance ±10%, CMS 0805","Résistance 30kΩ, 1/2W, ±10%, boîtier CMS 0805."
LS-CO-003923,Résistance 30kΩ 1/2W ±10% (CMS 1206),Composants,0.2,en stock,"30kΩ, 1/2W, tolérance ±10%, CMS 1206","Résistance 30kΩ, 1/2W, ±10%, boîtier CMS 1206."
LS-CO-003924,Résistance 30kΩ 1/2W ±10% (CMS 0603),Composants,0.21,en stock,"30kΩ, 1/2W, tolérance ±10%, CMS 0603","Résistance 30kΩ, 1/2W, ±10%, boîtier CMS 0603."
LS-CO-003925,Résistance 30kΩ 1W ±1% (traversant (THT)),Composants,0.15,en stock,"30kΩ, 1W, tolérance ±1%, traversant (THT)","Résistance 30kΩ, 1W, ±1%, boîtier traversant (THT)."
LS-CO-003926,Résistance 30kΩ 1W ±1% (CMS 0805),Composants,0.15,en stock,"30kΩ, 1W, tolérance ±1%, CMS 0805","Résistance 30kΩ, 1W, ±1%, boîtier CMS 0805."
LS-CO-003927,Résistance 30kΩ 1W ±1% (CMS 1206),Composants,0.15,en stock,"30kΩ, 1W, tolérance ±1%, CMS 1206","Résistance 30kΩ, 1W, ±1%, boîtier CMS 1206."
LS-CO-003928,Résistance 30kΩ 1W ±1% (CMS 0603),Composants,0.15,stock faible,"30kΩ, 1W, tolérance ±1%, CMS 0603","Résistance 30kΩ, 1W, ±1%, boîtier CMS 0603."
LS-CO-003929,Résistance 30kΩ 1W ±5% (traversant (THT)),Composants,0.15,en stock,"30kΩ, 1W, tolérance ±5%, traversant (THT)","Résistance 30kΩ, 1W, ±5%, boîtier traversant (THT)."
LS-CO-003930,Résistance 30kΩ 1W ±5% (CMS 0805),Composants,0.15,en stock,"30kΩ, 1W, tolérance ±5%, CMS 0805","Résistance 30kΩ, 1W, ±5%, boîtier CMS 0805."
LS-CO-003931,Résistance 30kΩ 1W ±5% (CMS 1206),Composants,0.15,en stock,"30kΩ, 1W, tolérance ±5%, CMS 1206","Résistance 30kΩ, 1W, ±5%, boîtier CMS 1206."
LS-CO-003932,Résistance 30kΩ 1W ±5% (CMS 0603),Composants,0.15,en stock,"30kΩ, 1W, tolérance ±5%, CMS 0603","Résistance 30kΩ, 1W, ±5%, boîtier CMS 0603."
LS-CO-003933,Résistance 30kΩ 1W ±10% (traversant (THT)),Composants,0.16,stock faible,"30kΩ, 1W, tolérance ±10%, traversant (THT)","Résistance 30kΩ, 1W, ±10%, boîtier traversant (THT)."
LS-CO-003934,Résistance 30kΩ 1W ±10% (CMS 0805),Composants,0.15,en stock,"30kΩ, 1W, tolérance ±10%, CMS 0805","Résistance 30kΩ, 1W, ±10%, boîtier CMS 0805."
LS-CO-003935,Résistance 30kΩ 1W ±10% (CMS 1206),Composants,0.15,en stock,"30kΩ, 1W, tolérance ±10%, CMS 1206","Résistance 30kΩ, 1W, ±10%, boîtier CMS 1206."
LS-CO-003936,Résistance 30kΩ 1W ±10% (CMS 0603),Composants,0.15,en stock,"30kΩ, 1W, tolérance ±10%, CMS 0603","Résistance 30kΩ, 1W, ±10%, boîtier CMS 0603."
LS-CO-003937,Résistance 300kΩ 1/8W ±1% (traversant (THT)),Composants,0.2,en stock,"300kΩ, 1/8W, tolérance ±1%, traversant (THT)","Résistance 300kΩ, 1/8W, ±1%, boîtier traversant (THT)."
LS-CO-003938,Résistance 300kΩ 1/8W ±1% (CMS 0805),Composants,0.2,en stock,"300kΩ, 1/8W, tolérance ±1%, CMS 0805","Résistance 300kΩ, 1/8W, ±1%, boîtier CMS 0805."
LS-CO-003939,Résistance 300kΩ 1/8W ±1% (CMS 1206),Composants,0.2,en stock,"300kΩ, 1/8W, tolérance ±1%, CMS 1206","Résistance 300kΩ, 1/8W, ±1%, boîtier CMS 1206."
LS-CO-003940,Résistance 300kΩ 1/8W ±1% (CMS 0603),Composants,0.2,en stock,"300kΩ, 1/8W, tolérance ±1%, CMS 0603","Résistance 300kΩ, 1/8W, ±1%, boîtier CMS 0603."
LS-CO-003941,Résistance 300kΩ 1/8W ±5% (traversant (THT)),Composants,0.2,en stock,"300kΩ, 1/8W, tolérance ±5%, traversant (THT)","Résistance 300kΩ, 1/8W, ±5%, boîtier traversant (THT)."
LS-CO-003942,Résistance 300kΩ 1/8W ±5% (CMS 0805),Composants,0.2,en stock,"300kΩ, 1/8W, tolérance ±5%, CMS 0805","Résistance 300kΩ, 1/8W, ±5%, boîtier CMS 0805."
LS-CO-003943,Résistance 300kΩ 1/8W ±5% (CMS 1206),Composants,0.21,stock faible,"300kΩ, 1/8W, tolérance ±5%, CMS 1206","Résistance 300kΩ, 1/8W, ±5%, boîtier CMS 1206."
LS-CO-003944,Résistance 300kΩ 1/8W ±5% (CMS 0603),Composants,0.2,stock faible,"300kΩ, 1/8W, tolérance ±5%, CMS 0603","Résistance 300kΩ, 1/8W, ±5%, boîtier CMS 0603."
LS-CO-003945,Résistance 300kΩ 1/8W ±10% (traversant (THT)),Composants,0.2,en stock,"300kΩ, 1/8W, tolérance ±10%, traversant (THT)","Résistance 300kΩ, 1/8W, ±10%, boîtier traversant (THT)."
LS-CO-003946,Résistance 300kΩ 1/8W ±10% (CMS 0805),Composants,0.21,en stock,"300kΩ, 1/8W, tolérance ±10%, CMS 0805","Résistance 300kΩ, 1/8W, ±10%, boîtier CMS 0805."
LS-CO-003947,Résistance 300kΩ 1/8W ±10% (CMS 1206),Composants,0.21,en stock,"300kΩ, 1/8W, tolérance ±10%, CMS 1206","Résistance 300kΩ, 1/8W, ±10%, boîtier CMS 1206."
LS-CO-003948,Résistance 300kΩ 1/8W ±10% (CMS 0603),Composants,0.21,en stock,"300kΩ, 1/8W, tolérance ±10%, CMS 0603","Résistance 300kΩ, 1/8W, ±10%, boîtier CMS 0603."
LS-CO-003949,Résistance 300kΩ 1/4W ±1% (traversant (THT)),Composants,0.2,en stock,"300kΩ, 1/4W, tolérance ±1%, traversant (THT)","Résistance 300kΩ, 1/4W, ±1%, boîtier traversant (THT)."
LS-CO-003950,Résistance 300kΩ 1/4W ±1% (CMS 0805),Composants,0.2,en stock,"300kΩ, 1/4W, tolérance ±1%, CMS 0805","Résistance 300kΩ, 1/4W, ±1%, boîtier CMS 0805."
LS-CO-003951,Résistance 300kΩ 1/4W ±1% (CMS 1206),Composants,0.2,en stock,"300kΩ, 1/4W, tolérance ±1%, CMS 1206","Résistance 300kΩ, 1/4W, ±1%, boîtier CMS 1206."
LS-CO-003952,Résistance 300kΩ 1/4W ±1% (CMS 0603),Composants,0.2,en stock,"300kΩ, 1/4W, tolérance ±1%, CMS 0603","Résistance 300kΩ, 1/4W, ±1%, boîtier CMS 0603."
LS-CO-003953,Résistance 300kΩ 1/4W ±5% (traversant (THT)),Composants,0.2,en stock,"300kΩ, 1/4W, tolérance ±5%, traversant (THT)","Résistance 300kΩ, 1/4W, ±5%, boîtier traversant (THT)."
LS-CO-003954,Résistance 300kΩ 1/4W ±5% (CMS 0805),Composants,0.2,en stock,"300kΩ, 1/4W, tolérance ±5%, CMS 0805","Résistance 300kΩ, 1/4W, ±5%, boîtier CMS 0805."
LS-CO-003955,Résistance 300kΩ 1/4W ±5% (CMS 1206),Composants,0.19,en stock,"300kΩ, 1/4W, tolérance ±5%, CMS 1206","Résistance 300kΩ, 1/4W, ±5%, boîtier CMS 1206."
LS-CO-003956,Résistance 300kΩ 1/4W ±5% (CMS 0603),Composants,0.2,en stock,"300kΩ, 1/4W, tolérance ±5%, CMS 0603","Résistance 300kΩ, 1/4W, ±5%, boîtier CMS 0603."
LS-CO-003957,Résistance 300kΩ 1/4W ±10% (traversant (THT)),Composants,0.21,en stock,"300kΩ, 1/4W, tolérance ±10%, traversant (THT)","Résistance 300kΩ, 1/4W, ±10%, boîtier traversant (THT)."
LS-CO-003958,Résistance 300kΩ 1/4W ±10% (CMS 0805),Composants,0.2,en stock,"300kΩ, 1/4W, tolérance ±10%, CMS 0805","Résistance 300kΩ, 1/4W, ±10%, boîtier CMS 0805."
LS-CO-003959,Résistance 300kΩ 1/4W ±10% (CMS 1206),Composants,0.21,en stock,"300kΩ, 1/4W, tolérance ±10%, CMS 1206","Résistance 300kΩ, 1/4W, ±10%, boîtier CMS 1206."
LS-CO-003960,Résistance 300kΩ 1/4W ±10% (CMS 0603),Composants,0.21,en stock,"300kΩ, 1/4W, tolérance ±10%, CMS 0603","Résistance 300kΩ, 1/4W, ±10%, boîtier CMS 0603."
LS-CO-003961,Résistance 300kΩ 1/2W ±1% (traversant (THT)),Composants,0.21,stock faible,"300kΩ, 1/2W, tolérance ±1%, traversant (THT)","Résistance 300kΩ, 1/2W, ±1%, boîtier traversant (THT)."
LS-CO-003962,Résistance 300kΩ 1/2W ±1% (CMS 0805),Composants,0.2,en stock,"300kΩ, 1/2W, tolérance ±1%, CMS 0805","Résistance 300kΩ, 1/2W, ±1%, boîtier CMS 0805."
LS-CO-003963,Résistance 300kΩ 1/2W ±1% (CMS 1206),Composants,0.2,stock faible,"300kΩ, 1/2W, tolérance ±1%, CMS 1206","Résistance 300kΩ, 1/2W, ±1%, boîtier CMS 1206."
LS-CO-003964,Résistance 300kΩ 1/2W ±1% (CMS 0603),Composants,0.2,en stock,"300kΩ, 1/2W, tolérance ±1%, CMS 0603","Résistance 300kΩ, 1/2W, ±1%, boîtier CMS 0603."
LS-CO-003965,Résistance 300kΩ 1/2W ±5% (traversant (THT)),Composants,0.2,en stock,"300kΩ, 1/2W, tolérance ±5%, traversant (THT)","Résistance 300kΩ, 1/2W, ±5%, boîtier traversant (THT)."
LS-CO-003966,Résistance 300kΩ 1/2W ±5% (CMS 0805),Composants,0.2,en stock,"300kΩ, 1/2W, tolérance ±5%, CMS 0805","Résistance 300kΩ, 1/2W, ±5%, boîtier CMS 0805."
LS-CO-003967,Résistance 300kΩ 1/2W ±5% (CMS 1206),Composants,0.2,rupture de stock,"300kΩ, 1/2W, tolérance ±5%, CMS 1206","Résistance 300kΩ, 1/2W, ±5%, boîtier CMS 1206."
LS-CO-003968,Résistance 300kΩ 1/2W ±5% (CMS 0603),Composants,0.2,en stock,"300kΩ, 1/2W, tolérance ±5%, CMS 0603","Résistance 300kΩ, 1/2W, ±5%, boîtier CMS 0603."
LS-CO-003969,Résistance 300kΩ 1/2W ±10% (traversant (THT)),Composants,0.2,en stock,"300kΩ, 1/2W, tolérance ±10%, traversant (THT)","Résistance 300kΩ, 1/2W, ±10%, boîtier traversant (THT)."
LS-CO-003970,Résistance 300kΩ 1/2W ±10% (CMS 0805),Composants,0.2,en stock,"300kΩ, 1/2W, tolérance ±10%, CMS 0805","Résistance 300kΩ, 1/2W, ±10%, boîtier CMS 0805."
LS-CO-003971,Résistance 300kΩ 1/2W ±10% (CMS 1206),Composants,0.2,en stock,"300kΩ, 1/2W, tolérance ±10%, CMS 1206","Résistance 300kΩ, 1/2W, ±10%, boîtier CMS 1206."
LS-CO-003972,Résistance 300kΩ 1/2W ±10% (CMS 0603),Composants,0.19,en stock,"300kΩ, 1/2W, tolérance ±10%, CMS 0603","Résistance 300kΩ, 1/2W, ±10%, boîtier CMS 0603."
LS-CO-003973,Résistance 300kΩ 1W ±1% (traversant (THT)),Composants,0.15,stock faible,"300kΩ, 1W, tolérance ±1%, traversant (THT)","Résistance 300kΩ, 1W, ±1%, boîtier traversant (THT)."
LS-CO-003974,Résistance 300kΩ 1W ±1% (CMS 0805),Composants,0.15,en stock,"300kΩ, 1W, tolérance ±1%, CMS 0805","Résistance 300kΩ, 1W, ±1%, boîtier CMS 0805."
LS-CO-003975,Résistance 300kΩ 1W ±1% (CMS 1206),Composants,0.15,en stock,"300kΩ, 1W, tolérance ±1%, CMS 1206","Résistance 300kΩ, 1W, ±1%, boîtier CMS 1206."
LS-CO-003976,Résistance 300kΩ 1W ±1% (CMS 0603),Composants,0.16,en stock,"300kΩ, 1W, tolérance ±1%, CMS 0603","Résistance 300kΩ, 1W, ±1%, boîtier CMS 0603."
LS-CO-003977,Résistance 300kΩ 1W ±5% (traversant (THT)),Composants,0.15,en stock,"300kΩ, 1W, tolérance ±5%, traversant (THT)","Résistance 300kΩ, 1W, ±5%, boîtier traversant (THT)."
LS-CO-003978,Résistance 300kΩ 1W ±5% (CMS 0805),Composants,0.15,en stock,"300kΩ, 1W, tolérance ±5%, CMS 0805","Résistance 300kΩ, 1W, ±5%, boîtier CMS 0805."
LS-CO-003979,Résistance 300kΩ 1W ±5% (CMS 1206),Composants,0.15,stock faible,"300kΩ, 1W, tolérance ±5%, CMS 1206","Résistance 300kΩ, 1W, ±5%, boîtier CMS 1206."
LS-CO-003980,Résistance 300kΩ 1W ±5% (CMS 0603),Composants,0.15,stock faible,"300kΩ, 1W, tolérance ±5%, CMS 0603","Résistance 300kΩ, 1W, ±5%, boîtier CMS 0603."
LS-CO-003981,Résistance 300kΩ 1W ±10% (traversant (THT)),Composants,0.15,stock faible,"300kΩ, 1W, tolérance ±10%, traversant (THT)","Résistance 300kΩ, 1W, ±10%, boîtier traversant (THT)."
LS-CO-003982,Résistance 300kΩ 1W ±10% (CMS 0805),Composants,0.15,en stock,"300kΩ, 1W, tolérance ±10%, CMS 0805","Résistance 300kΩ, 1W, ±10%, boîtier CMS 0805."
LS-CO-003983,Résistance 300kΩ 1W ±10% (CMS 1206),Composants,0.15,en stock,"300kΩ, 1W, tolérance ±10%, CMS 1206","Résistance 300kΩ, 1W, ±10%, boîtier CMS 1206."
LS-CO-003984,Résistance 300kΩ 1W ±10% (CMS 0603),Composants,0.16,rupture de stock,"300kΩ, 1W, tolérance ±10%, CMS 0603","Résistance 300kΩ, 1W, ±10%, boîtier CMS 0603."
LS-CO-003985,Résistance 3MΩ 1/8W ±1% (traversant (THT)),Composants,0.2,en stock,"3MΩ, 1/8W, tolérance ±1%, traversant (THT)","Résistance 3MΩ, 1/8W, ±1%, boîtier traversant (THT)."
LS-CO-003986,Résistance 3MΩ 1/8W ±1% (CMS 0805),Composants,0.2,en stock,"3MΩ, 1/8W, tolérance ±1%, CMS 0805","Résistance 3MΩ, 1/8W, ±1%, boîtier CMS 0805."
LS-CO-003987,Résistance 3MΩ 1/8W ±1% (CMS 1206),Composants,0.2,en stock,"3MΩ, 1/8W, tolérance ±1%, CMS 1206","Résistance 3MΩ, 1/8W, ±1%, boîtier CMS 1206."
LS-CO-003988,Résistance 3MΩ 1/8W ±1% (CMS 0603),Composants,0.2,en stock,"3MΩ, 1/8W, tolérance ±1%, CMS 0603","Résistance 3MΩ, 1/8W, ±1%, boîtier CMS 0603."
LS-CO-003989,Résistance 3MΩ 1/8W ±5% (traversant (THT)),Composants,0.21,en stock,"3MΩ, 1/8W, tolérance ±5%, traversant (THT)","Résistance 3MΩ, 1/8W, ±5%, boîtier traversant (THT)."
LS-CO-003990,Résistance 3MΩ 1/8W ±5% (CMS 0805),Composants,0.19,stock faible,"3MΩ, 1/8W, tolérance ±5%, CMS 0805","Résistance 3MΩ, 1/8W, ±5%, boîtier CMS 0805."
LS-CO-003991,Résistance 3MΩ 1/8W ±5% (CMS 1206),Composants,0.21,en stock,"3MΩ, 1/8W, tolérance ±5%, CMS 1206","Résistance 3MΩ, 1/8W, ±5%, boîtier CMS 1206."
LS-CO-003992,Résistance 3MΩ 1/8W ±5% (CMS 0603),Composants,0.2,en stock,"3MΩ, 1/8W, tolérance ±5%, CMS 0603","Résistance 3MΩ, 1/8W, ±5%, boîtier CMS 0603."
LS-CO-003993,Résistance 3MΩ 1/8W ±10% (traversant (THT)),Composants,0.21,en stock,"3MΩ, 1/8W, tolérance ±10%, traversant (THT)","Résistance 3MΩ, 1/8W, ±10%, boîtier traversant (THT)."
LS-CO-003994,Résistance 3MΩ 1/8W ±10% (CMS 0805),Composants,0.21,en stock,"3MΩ, 1/8W, tolérance ±10%, CMS 0805","Résistance 3MΩ, 1/8W, ±10%, boîtier CMS 0805."
LS-CO-003995,Résistance 3MΩ 1/8W ±10% (CMS 1206),Composants,0.2,en stock,"3MΩ, 1/8W, tolérance ±10%, CMS 1206","Résistance 3MΩ, 1/8W, ±10%, boîtier CMS 1206."
LS-CO-003996,Résistance 3MΩ 1/8W ±10% (CMS 0603),Composants,0.21,en stock,"3MΩ, 1/8W, tolérance ±10%, CMS 0603","Résistance 3MΩ, 1/8W, ±10%, boîtier CMS 0603."
LS-CO-003997,Résistance 3MΩ 1/4W ±1% (traversant (THT)),Composants,0.2,en stock,"3MΩ, 1/4W, tolérance ±1%, traversant (THT)","Résistance 3MΩ, 1/4W, ±1%, boîtier traversant (THT)."
LS-CO-003998,Résistance 3MΩ 1/4W ±1% (CMS 0805),Composants,0.2,en stock,"3MΩ, 1/4W, tolérance ±1%, CMS 0805","Résistance 3MΩ, 1/4W, ±1%, boîtier CMS 0805."
LS-CO-003999,Résistance 3MΩ 1/4W ±1% (CMS 1206),Composants,0.2,en stock,"3MΩ, 1/4W, tolérance ±1%, CMS 1206","Résistance 3MΩ, 1/4W, ±1%, boîtier CMS 1206."
LS-CO-004000,Résistance 3MΩ 1/4W ±1% (CMS 0603),Composants,0.2,en stock,"3MΩ, 1/4W, tolérance ±1%, CMS 0603","Résistance 3MΩ, 1/4W, ±1%, boîtier CMS 0603."
LS-CO-004001,Résistance 3MΩ 1/4W ±5% (traversant (THT)),Composants,0.2,en stock,"3MΩ, 1/4W, tolérance ±5%, traversant (THT)","Résistance 3MΩ, 1/4W, ±5%, boîtier traversant (THT)."
LS-CO-004002,Résistance 3MΩ 1/4W ±5% (CMS 0805),Composants,0.2,en stock,"3MΩ, 1/4W, tolérance ±5%, CMS 0805","Résistance 3MΩ, 1/4W, ±5%, boîtier CMS 0805."
LS-CO-004003,Résistance 3MΩ 1/4W ±5% (CMS 1206),Composants,0.2,en stock,"3MΩ, 1/4W, tolérance ±5%, CMS 1206","Résistance 3MΩ, 1/4W, ±5%, boîtier CMS 1206."
LS-CO-004004,Résistance 3MΩ 1/4W ±5% (CMS 0603),Composants,0.21,en stock,"3MΩ, 1/4W, tolérance ±5%, CMS 0603","Résistance 3MΩ, 1/4W, ±5%, boîtier CMS 0603."
LS-CO-004005,Résistance 3MΩ 1/4W ±10% (traversant (THT)),Composants,0.21,en stock,"3MΩ, 1/4W, tolérance ±10%, traversant (THT)","Résistance 3MΩ, 1/4W, ±10%, boîtier traversant (THT)."
LS-CO-004006,Résistance 3MΩ 1/4W ±10% (CMS 0805),Composants,0.2,en stock,"3MΩ, 1/4W, tolérance ±10%, CMS 0805","Résistance 3MΩ, 1/4W, ±10%, boîtier CMS 0805."
LS-CO-004007,Résistance 3MΩ 1/4W ±10% (CMS 1206),Composants,0.2,en stock,"3MΩ, 1/4W, tolérance ±10%, CMS 1206","Résistance 3MΩ, 1/4W, ±10%, boîtier CMS 1206."
LS-CO-004008,Résistance 3MΩ 1/4W ±10% (CMS 0603),Composants,0.21,en stock,"3MΩ, 1/4W, tolérance ±10%, CMS 0603","Résistance 3MΩ, 1/4W, ±10%, boîtier CMS 0603."
LS-CO-004009,Résistance 3MΩ 1/2W ±1% (traversant (THT)),Composants,0.21,stock faible,"3MΩ, 1/2W, tolérance ±1%, traversant (THT)","Résistance 3MΩ, 1/2W, ±1%, boîtier traversant (THT)."
LS-CO-004010,Résistance 3MΩ 1/2W ±1% (CMS 0805),Composants,0.2,stock faible,"3MΩ, 1/2W, tolérance ±1%, CMS 0805","Résistance 3MΩ, 1/2W, ±1%, boîtier CMS 0805."
LS-CO-004011,Résistance 3MΩ 1/2W ±1% (CMS 1206),Composants,0.2,en stock,"3MΩ, 1/2W, tolérance ±1%, CMS 1206","Résistance 3MΩ, 1/2W, ±1%, boîtier CMS 1206."
LS-CO-004012,Résistance 3MΩ 1/2W ±1% (CMS 0603),Composants,0.2,en stock,"3MΩ, 1/2W, tolérance ±1%, CMS 0603","Résistance 3MΩ, 1/2W, ±1%, boîtier CMS 0603."
LS-CO-004013,Résistance 3MΩ 1/2W ±5% (traversant (THT)),Composants,0.2,en stock,"3MΩ, 1/2W, tolérance ±5%, traversant (THT)","Résistance 3MΩ, 1/2W, ±5%, boîtier traversant (THT)."
LS-CO-004014,Résistance 3MΩ 1/2W ±5% (CMS 0805),Composants,0.21,rupture de stock,"3MΩ, 1/2W, tolérance ±5%, CMS 0805","Résistance 3MΩ, 1/2W, ±5%, boîtier CMS 0805."
LS-CO-004015,Résistance 3MΩ 1/2W ±5% (CMS 1206),Composants,0.2,en stock,"3MΩ, 1/2W, tolérance ±5%, CMS 1206","Résistance 3MΩ, 1/2W, ±5%, boîtier CMS 1206."
LS-CO-004016,Résistance 3MΩ 1/2W ±5% (CMS 0603),Composants,0.2,en stock,"3MΩ, 1/2W, tolérance ±5%, CMS 0603","Résistance 3MΩ, 1/2W, ±5%, boîtier CMS 0603."
LS-CO-004017,Résistance 3MΩ 1/2W ±10% (traversant (THT)),Composants,0.2,en stock,"3MΩ, 1/2W, tolérance ±10%, traversant (THT)","Résistance 3MΩ, 1/2W, ±10%, boîtier traversant (THT)."
LS-CO-004018,Résistance 3MΩ 1/2W ±10% (CMS 0805),Composants,0.2,rupture de stock,"3MΩ, 1/2W, tolérance ±10%, CMS 0805","Résistance 3MΩ, 1/2W, ±10%, boîtier CMS 0805."
LS-CO-004019,Résistance 3MΩ 1/2W ±10% (CMS 1206),Composants,0.2,en stock,"3MΩ, 1/2W, tolérance ±10%, CMS 1206","Résistance 3MΩ, 1/2W, ±10%, boîtier CMS 1206."
LS-CO-004020,Résistance 3MΩ 1/2W ±10% (CMS 0603),Composants,0.21,en stock,"3MΩ, 1/2W, tolérance ±10%, CMS 0603","Résistance 3MΩ, 1/2W, ±10%, boîtier CMS 0603."
LS-CO-004021,Résistance 3MΩ 1W ±1% (traversant (THT)),Composants,0.16,en stock,"3MΩ, 1W, tolérance ±1%, traversant (THT)","Résistance 3MΩ, 1W, ±1%, boîtier traversant (THT)."
LS-CO-004022,Résistance 3MΩ 1W ±1% (CMS 0805),Composants,0.15,en stock,"3MΩ, 1W, tolérance ±1%, CMS 0805","Résistance 3MΩ, 1W, ±1%, boîtier CMS 0805."
LS-CO-004023,Résistance 3MΩ 1W ±1% (CMS 1206),Composants,0.15,en stock,"3MΩ, 1W, tolérance ±1%, CMS 1206","Résistance 3MΩ, 1W, ±1%, boîtier CMS 1206."
LS-CO-004024,Résistance 3MΩ 1W ±1% (CMS 0603),Composants,0.16,en stock,"3MΩ, 1W, tolérance ±1%, CMS 0603","Résistance 3MΩ, 1W, ±1%, boîtier CMS 0603."
LS-CO-004025,Résistance 3MΩ 1W ±5% (traversant (THT)),Composants,0.15,en stock,"3MΩ, 1W, tolérance ±5%, traversant (THT)","Résistance 3MΩ, 1W, ±5%, boîtier traversant (THT)."
LS-CO-004026,Résistance 3MΩ 1W ±5% (CMS 0805),Composants,0.15,en stock,"3MΩ, 1W, tolérance ±5%, CMS 0805","Résistance 3MΩ, 1W, ±5%, boîtier CMS 0805."
LS-CO-004027,Résistance 3MΩ 1W ±5% (CMS 1206),Composants,0.16,en stock,"3MΩ, 1W, tolérance ±5%, CMS 1206","Résistance 3MΩ, 1W, ±5%, boîtier CMS 1206."
LS-CO-004028,Résistance 3MΩ 1W ±5% (CMS 0603),Composants,0.15,en stock,"3MΩ, 1W, tolérance ±5%, CMS 0603","Résistance 3MΩ, 1W, ±5%, boîtier CMS 0603."
LS-CO-004029,Résistance 3MΩ 1W ±10% (traversant (THT)),Composants,0.15,en stock,"3MΩ, 1W, tolérance ±10%, traversant (THT)","Résistance 3MΩ, 1W, ±10%, boîtier traversant (THT)."
LS-CO-004030,Résistance 3MΩ 1W ±10% (CMS 0805),Composants,0.15,en stock,"3MΩ, 1W, tolérance ±10%, CMS 0805","Résistance 3MΩ, 1W, ±10%, boîtier CMS 0805."
LS-CO-004031,Résistance 3MΩ 1W ±10% (CMS 1206),Composants,0.15,en stock,"3MΩ, 1W, tolérance ±10%, CMS 1206","Résistance 3MΩ, 1W, ±10%, boîtier CMS 1206."
LS-CO-004032,Résistance 3MΩ 1W ±10% (CMS 0603),Composants,0.16,en stock,"3MΩ, 1W, tolérance ±10%, CMS 0603","Résistance 3MΩ, 1W, ±10%, boîtier CMS 0603."
LS-CO-004033,Résistance 3.3Ω 1/8W ±1% (traversant (THT)),Composants,0.21,en stock,"3.3Ω, 1/8W, tolérance ±1%, traversant (THT)","Résistance 3.3Ω, 1/8W, ±1%, boîtier traversant (THT)."
LS-CO-004034,Résistance 3.3Ω 1/8W ±1% (CMS 0805),Composants,0.21,en stock,"3.3Ω, 1/8W, tolérance ±1%, CMS 0805","Résistance 3.3Ω, 1/8W, ±1%, boîtier CMS 0805."
LS-CO-004035,Résistance 3.3Ω 1/8W ±1% (CMS 1206),Composants,0.2,en stock,"3.3Ω, 1/8W, tolérance ±1%, CMS 1206","Résistance 3.3Ω, 1/8W, ±1%, boîtier CMS 1206."
LS-CO-004036,Résistance 3.3Ω 1/8W ±1% (CMS 0603),Composants,0.21,en stock,"3.3Ω, 1/8W, tolérance ±1%, CMS 0603","Résistance 3.3Ω, 1/8W, ±1%, boîtier CMS 0603."
LS-CO-004037,Résistance 3.3Ω 1/8W ±5% (traversant (THT)),Composants,0.2,en stock,"3.3Ω, 1/8W, tolérance ±5%, traversant (THT)","Résistance 3.3Ω, 1/8W, ±5%, boîtier traversant (THT)."
LS-CO-004038,Résistance 3.3Ω 1/8W ±5% (CMS 0805),Composants,0.2,en stock,"3.3Ω, 1/8W, tolérance ±5%, CMS 0805","Résistance 3.3Ω, 1/8W, ±5%, boîtier CMS 0805."
